Time (hours),x,y,MSD,Mphi Area (µm),dMphi Area (µm),Eccentricity,GFP,RFP,Mtb Area (µm),dMtb Area (µm),Infection Status,Initial Infection Status,Final Infection Status,Cell ID,Acquisition ID,Experiment ID,Unique ID,ID,Mtb Area Processed (µm),Time Model (hours),Mtb Area Model (µm),r2,Doubling Amounts,Doubling Times
2.0,243.1859,935.523,1.4521757364273071,555.76526,15.895227432250977,0.0,817.04395,126.25025,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,2.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
2.5,235.4806,954.4587,20.443363189697266,336.6382,15.895227432250977,0.0,1271.2108,129.70152,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,2.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
3.5,211.96263,954.3621,23.518173217773438,440.52487,15.895227432250977,0.0,1073.8699,128.43428,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,3.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
4.0,192.97543,940.67737,23.404830932617188,531.35474,15.895227432250977,0.0,1097.3953,128.0641,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,4.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
5.0,198.44318,923.7822,17.757871627807617,299.73856,15.895227432250977,0.0,963.3409,127.969696,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,5.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
5.5,198.44318,923.7822,0.0,,15.895227432250977,0.0,,,,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,5.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
6.0,199.3296,921.9013,2.0793309211730957,304.84775,15.895227432250977,0.0,1032.7188,128.55493,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,6.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
6.5,193.2387,899.2563,23.44986343383789,225.9393,15.895227432250977,0.0,1057.0905,127.45477,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,6.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
7.5,191.875,914.0135,14.820076942443848,295.19708,15.895227432250977,0.0,826.4096,126.84615,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,7.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
8.0,176.6211,911.7323,15.42353630065918,689.17163,15.895227432250977,0.0,940.2446,128.03624,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,8.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
8.5,156.46593,909.0634,20.33110237121582,716.4206,15.895227432250977,0.0,834.76306,126.99604,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,8.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
9.0,156.6322,912.39777,3.338493824005127,757.8617,15.895227432250977,0.0,882.5258,126.52959,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,9.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
9.5,137.08607,917.2506,20.139543533325195,224.23624,15.895227432250977,0.0,1687.8987,129.68102,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,9.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
10.5,152.61018,909.64526,17.286968231201172,680.0886,15.895227432250977,0.0,929.1853,127.09182,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,10.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
11.0,153.7516,911.3561,2.0566296577453613,706.2022,15.895227432250977,0.0,954.3063,127.523315,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,11.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
11.5,152.2533,909.6184,2.2944328784942627,690.307,15.895227432250977,0.0,893.5255,127.2829,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,11.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
12.0,150.77586,910.82184,1.905531406402588,592.6649,15.895227432250977,0.0,924.81323,127.47127,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,12.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
12.5,150.3662,909.0717,1.797430157661438,443.36328,15.895227432250977,0.0,966.2151,128.25352,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,12.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
13.0,151.83667,910.48895,2.042266607284546,538.7347,15.895227432250977,0.0,950.0527,127.899895,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,13.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
13.5,152.73119,911.4452,1.3094080686569214,,15.895227432250977,0.0,,,,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,13.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
14.0,151.98413,911.0042,0.8674985766410828,536.4639,15.895227432250977,0.0,1033.7323,129.31534,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,14.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
14.5,152.26619,910.0424,1.0022978782653809,481.966,15.895227432250977,0.0,992.32745,132.32391,1.1353734,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,14.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
15.0,152.09967,909.77924,0.31143897771835327,,15.895227432250977,0.0,,,,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,15.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
15.5,153.09785,912.55096,2.945988893508911,690.307,15.895227432250977,0.0,970.9268,129.0148,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,15.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
16.0,153.70067,911.09344,1.5772595405578613,595.5033,15.895227432250977,0.0,1018.7007,129.28027,0.0,89.69449615478516,False,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.0,16.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
16.5,153.53778,910.8102,0.3267582356929779,,15.895227432250977,0.0,,,,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.5676867,16.5,0.5676866769790649,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
17.0,150.13646,910.0385,3.487758159637451,544.9792,15.895227432250977,0.0,1061.5396,131.00626,1.1353734,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,1.1353734,17.0,1.1353733539581299,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
18.0,167.97472,940.43823,35.24693298339844,202.09645,15.895227432250977,0.0,1390.9803,137.08708,0.5676867,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,0.5676867,18.0,0.5676866769790649,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
18.5,170.88133,904.7825,35.7740364074707,459.2585,15.895227432250977,0.0,1397.4104,1088.9554,274.76035,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,274.76035,18.5,274.7603454589844,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
19.0,169.85106,905.27374,1.1414077281951904,400.21912,15.895227432250977,0.0,1438.573,1250.1362,279.86954,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,279.86954,19.0,279.8695373535156,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
19.5,168.59055,903.69293,2.0218446254730225,432.57724,15.895227432250977,0.0,1441.6077,1217.3622,290.65558,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,290.65558,19.5,290.65557861328125,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
20.0,156.95444,894.70386,14.703825950622559,249.21445,15.895227432250977,0.0,1375.303,1405.6538,189.03966,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,189.03966,20.0,189.03965759277344,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
20.5,158.82373,893.80457,2.0743632316589355,325.28445,15.895227432250977,0.0,1337.0856,1169.6108,200.3934,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,200.3934,20.5,200.39340209960938,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
21.0,160.29797,893.20233,1.592507004737854,,15.895227432250977,0.0,,,,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,197.17651,21.0,197.176513671875,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
21.5,161.7722,892.60004,1.5925159454345703,,15.895227432250977,0.0,,,,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,193.95961,21.5,193.95960998535156,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
22.0,160.92241,890.4796,2.2843682765960693,724.3682,15.895227432250977,0.0,1296.2814,423.6113,190.74272,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,190.74272,22.0,190.7427215576172,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
22.5,175.9702,891.778,15.103703498840332,552.35913,15.895227432250977,0.0,1484.59,335.39362,89.694496,89.69449615478516,True,False,True,507,"(3, 5)",EXP1,507.3.5,507.3.5.EXP1,89.694496,22.5,89.69449615478516,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72, 61.44, 122.88, 245.76]","[np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(0.0), np.float64(5.5), np.float64(0.0), np.float64(-4.0)]"
0.0,596.0239,944.6912,0.0,284.9787,0.0,0.0,1326.5398,132.9004,1.1353734,0.0,True,True,True,508,"(3, 5)",EXP1,508.3.5,508.3.5.EXP1,1.1353734,,,,,
0.0,167.28941,949.1699,0.0,460.96158,-142.48934936523438,0.0,1125.351,159.74138,13.62448,-1.1353733539581299,True,True,True,509,"(3, 5)",EXP1,509.3.5,509.3.5.EXP1,13.62448,,,,,
0.5,168.77005,948.221,1.7586135864257812,318.47223,-142.48934936523438,0.0,1184.155,174.38324,12.489107,-1.1353733539581299,True,True,True,509,"(3, 5)",EXP1,509.3.5,509.3.5.EXP1,12.489107,,,,,
0.0,484.15842,956.72156,0.0,458.69083,366.15789794921875,0.0,1051.7302,123.60272,0.0,0.0,False,False,False,510,"(3, 5)",EXP1,510.3.5,510.3.5.EXP1,0.0,0.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72]","[np.float64(0.0), np.float64(0.0), np.float64(1.5), np.float64(-0.5)]"
0.5,472.13168,976.4911,23.140369415283203,478.55988,366.15789794921875,0.0,1231.2456,214.35112,41.441128,0.0,True,False,False,510,"(3, 5)",EXP1,510.3.5,510.3.5.EXP1,41.441128,0.5,41.44112777709961,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72]","[np.float64(0.0), np.float64(0.0), np.float64(1.5), np.float64(-0.5)]"
1.0,471.66498,974.2159,2.3225812911987305,557.4683,366.15789794921875,0.0,1132.0999,198.53564,40.305756,0.0,True,False,False,510,"(3, 5)",EXP1,510.3.5,510.3.5.EXP1,40.305756,1.0,40.305755615234375,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72]","[np.float64(0.0), np.float64(0.0), np.float64(1.5), np.float64(-0.5)]"
1.5,486.58072,984.4913,18.11250877380371,488.77823,366.15789794921875,0.0,1284.9408,219.71893,46.55031,0.0,True,False,False,510,"(3, 5)",EXP1,510.3.5,510.3.5.EXP1,20.152878,1.5,20.152877807617188,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72]","[np.float64(0.0), np.float64(0.0), np.float64(1.5), np.float64(-0.5)]"
2.0,502.67255,993.91766,18.649497985839844,289.5202,366.15789794921875,0.0,885.73334,126.4,0.0,0.0,False,False,False,510,"(3, 5)",EXP1,510.3.5,510.3.5.EXP1,0.0,2.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72]","[np.float64(0.0), np.float64(0.0), np.float64(1.5), np.float64(-0.5)]"
3.0,519.511,1026.6478,36.80756378173828,672.14105,366.15789794921875,0.0,700.02954,124.619934,0.0,0.0,False,False,False,510,"(3, 5)",EXP1,510.3.5,510.3.5.EXP1,0.0,3.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72]","[np.float64(0.0), np.float64(0.0), np.float64(1.5), np.float64(-0.5)]"
3.5,519.511,1026.6478,0.0,,366.15789794921875,0.0,,,,0.0,True,False,False,510,"(3, 5)",EXP1,510.3.5,510.3.5.EXP1,0.0,3.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72]","[np.float64(0.0), np.float64(0.0), np.float64(1.5), np.float64(-0.5)]"
4.0,520.79767,1024.8127,2.241223096847534,824.84875,366.15789794921875,0.0,698.87476,124.56435,0.0,0.0,False,False,False,510,"(3, 5)",EXP1,510.3.5,510.3.5.EXP1,0.0,4.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36, 30.72]","[np.float64(0.0), np.float64(0.0), np.float64(1.5), np.float64(-0.5)]"
0.0,693.79224,988.2336,0.0,1693.977,0.0,0.0,1194.0945,125.42292,0.0,0.0,False,False,False,511,"(3, 5)",EXP1,511.3.5,511.3.5.EXP1,0.0,,,,,
0.0,802.6072,952.78723,0.0,712.4468,83.44994354248047,0.0,644.5139,115.44303,0.0,9.650673866271973,False,False,True,512,"(3, 5)",EXP1,512.3.5,512.3.5.EXP1,0.0,0.0,0.0,1.0,"[1.92, 3.84, 7.68]","[np.float64(0.0), np.float64(2.5)]"
0.5,805.2494,952.16583,2.714299201965332,462.09695,83.44994354248047,0.0,645.5172,115.57002,0.0,9.650673866271973,False,False,True,512,"(3, 5)",EXP1,512.3.5,512.3.5.EXP1,0.0,0.5,0.0,1.0,"[1.92, 3.84, 7.68]","[np.float64(0.0), np.float64(2.5)]"
1.5,780.18866,973.5368,32.935672760009766,601.74786,83.44994354248047,0.0,865.81226,136.19339,8.5153,9.650673866271973,True,False,True,512,"(3, 5)",EXP1,512.3.5,512.3.5.EXP1,8.5153,1.5,8.515299797058105,1.0,"[1.92, 3.84, 7.68]","[np.float64(0.0), np.float64(2.5)]"
2.0,783.34576,974.8319,3.412419319152832,594.368,83.44994354248047,0.0,859.1184,141.67622,12.489107,9.650673866271973,True,False,True,512,"(3, 5)",EXP1,512.3.5,512.3.5.EXP1,12.489107,2.0,12.489107131958008,1.0,"[1.92, 3.84, 7.68]","[np.float64(0.0), np.float64(2.5)]"
2.5,781.60016,972.051,3.283360004425049,600.6125,83.44994354248047,0.0,833.23157,136.83838,7.9476137,9.650673866271973,True,False,True,512,"(3, 5)",EXP1,512.3.5,512.3.5.EXP1,7.9476137,2.5,7.947613716125488,1.0,"[1.92, 3.84, 7.68]","[np.float64(0.0), np.float64(2.5)]"
3.0,780.5188,970.87805,1.5953702926635742,679.52094,83.44994354248047,0.0,842.8346,137.51546,9.650674,9.650673866271973,True,False,True,512,"(3, 5)",EXP1,512.3.5,512.3.5.EXP1,9.650674,3.0,9.650673866271973,1.0,"[1.92, 3.84, 7.68]","[np.float64(0.0), np.float64(2.5)]"
3.5,780.0799,970.3959,0.6520214080810547,795.8967,83.44994354248047,0.0,747.3688,132.90941,9.650674,9.650673866271973,True,False,True,512,"(3, 5)",EXP1,512.3.5,512.3.5.EXP1,9.650674,3.5,9.650673866271973,1.0,"[1.92, 3.84, 7.68]","[np.float64(0.0), np.float64(2.5)]"
0.0,997.0291,967.58203,0.0,1110.9628,0.0,0.0,986.4829,127.56617,0.0,0.0,False,False,False,513,"(3, 5)",EXP1,513.3.5,513.3.5.EXP1,0.0,,,,,
0.0,120.27007,968.96045,0.0,933.2769,0.0,0.0,925.7305,123.06204,0.0,0.0,False,False,False,514,"(3, 5)",EXP1,514.3.5,514.3.5.EXP1,0.0,,,,,
0.0,673.99664,957.90137,0.0,339.47662,0.0,0.0,1025.4331,128.01004,0.0,0.0,False,False,False,515,"(3, 5)",EXP1,515.3.5,515.3.5.EXP1,0.0,,,,,
0.0,665.6283,1035.2979,0.0,1099.6091,0.0,0.0,1013.9081,125.26071,0.0,0.0,False,False,False,516,"(3, 5)",EXP1,516.3.5,516.3.5.EXP1,0.0,,,,,
0.0,1192.4717,974.67633,0.0,391.1361,618.2108154296875,0.0,1018.99567,141.20319,7.9476137,-7.947613716125488,True,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,7.9476137,0.0,7.947613716125488,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
0.5,1194.1495,975.25,1.7732170820236206,242.9699,618.2108154296875,0.0,1035.3926,147.34346,6.2445536,-7.947613716125488,True,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,6.2445536,0.5,6.244553565979004,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
1.0,1193.427,976.7387,1.6547836065292358,315.0661,618.2108154296875,0.0,1010.3225,142.45045,9.082987,-7.947613716125488,True,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,9.082987,1.0,9.082986831665039,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
2.0,1183.2021,989.72485,16.52838706970215,536.4639,618.2108154296875,0.0,796.19574,127.92381,3.9738069,-7.947613716125488,True,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,3.9738069,2.0,3.973806858062744,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
3.0,1152.106,995.2107,31.57637596130371,975.2857,618.2108154296875,0.0,1059.362,123.36496,3.9738069,-7.947613716125488,True,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,3.9738069,3.0,3.973806858062744,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
4.0,1160.2368,1007.1892,14.477420806884766,894.1065,618.2108154296875,0.0,1085.2426,122.881905,2.2707467,-7.947613716125488,True,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,2.2707467,4.0,2.2707467079162598,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
4.5,1160.2368,1007.1892,0.0,,618.2108154296875,0.0,,,,-7.947613716125488,True,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,2.55459,4.5,2.5545899868011475,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
5.0,1158.78,1010.76184,3.8582284450531006,684.06244,618.2108154296875,0.0,1345.2299,126.037346,2.8384333,-7.947613716125488,True,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,2.8384333,5.0,2.838433265686035,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
5.5,1129.2477,1005.05646,30.078414916992188,311.65997,618.2108154296875,0.0,921.3898,121.5173,0.0,-7.947613716125488,False,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,0.0,5.5,0.0,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
6.0,1132.8165,1005.4141,3.5867252349853516,337.20587,618.2108154296875,0.0,879.2256,121.24411,0.0,-7.947613716125488,False,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,0.0,6.0,0.0,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
6.5,1134.6996,1006.1236,2.0122756958007812,298.60318,618.2108154296875,0.0,919.73193,121.3232,0.0,-7.947613716125488,False,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,0.0,6.5,0.0,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
7.0,1136.449,1006.30615,1.7588891983032227,278.16647,618.2108154296875,0.0,957.3735,121.54898,0.0,-7.947613716125488,False,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,0.0,7.0,0.0,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
7.5,1136.5988,1006.05554,0.29195836186408997,275.89572,618.2108154296875,0.0,897.2222,121.205765,0.0,-7.947613716125488,False,True,False,517,"(3, 5)",EXP1,517.3.5,517.3.5.EXP1,0.0,7.5,0.0,1.0,"[1.92, 3.84, 7.68]","[np.float64(-2.0), np.float64(-2.0)]"
