Time (hours),x,y,MSD,Mphi Area (µm),dMphi Area (µm),Eccentricity,GFP,RFP,Mtb Area (µm),dMtb Area (µm),Infection Status,Initial Infection Status,Final Infection Status,Cell ID,Acquisition ID,Experiment ID,Unique ID,ID,Mtb Area Processed (µm),Time Model (hours),Mtb Area Model (µm),r2,Doubling Amounts,Doubling Times
0.0,807.7609,28.332361,0.0,389.43307,-69.8254623413086,0.0,819.9767,164.9344,17.0306,-17.03059959411621,True,True,False,0,"(3, 5)",EXP1,0.3.5,0.3.5.EXP1,17.0306,0.0,17.03059959411621,1.0,"[1.92, 3.84, 7.68, 15.36]","[np.float64(-2.5), np.float64(0.0), np.float64(-1.5)]"
0.5,821.1759,26.213354,13.581304550170898,348.55963,-69.8254623413086,0.0,816.816,162.00815,13.056793,-17.03059959411621,True,True,False,0,"(3, 5)",EXP1,0.3.5,0.3.5.EXP1,13.056793,0.5,13.056793212890625,1.0,"[1.92, 3.84, 7.68, 15.36]","[np.float64(-2.5), np.float64(0.0), np.float64(-1.5)]"
1.5,806.5475,40.951733,20.765605926513672,376.37628,-69.8254623413086,0.0,872.51434,164.72096,15.895227,-17.03059959411621,True,True,False,0,"(3, 5)",EXP1,0.3.5,0.3.5.EXP1,6.5283966,1.5,6.5283966064453125,1.0,"[1.92, 3.84, 7.68, 15.36]","[np.float64(-2.5), np.float64(0.0), np.float64(-1.5)]"
2.0,780.00244,47.191746,27.26861000061035,233.88692,-69.8254623413086,0.0,851.1141,118.28641,0.0,-17.03059959411621,False,True,False,0,"(3, 5)",EXP1,0.3.5,0.3.5.EXP1,0.0,2.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36]","[np.float64(-2.5), np.float64(0.0), np.float64(-1.5)]"
2.5,779.307,50.52558,3.4055967330932617,122.052635,-69.8254623413086,0.0,844.293,117.30698,0.0,-17.03059959411621,False,True,False,0,"(3, 5)",EXP1,0.3.5,0.3.5.EXP1,0.0,2.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36]","[np.float64(-2.5), np.float64(0.0), np.float64(-1.5)]"
3.5,786.25,29.966667,21.69963264465332,442.7956,-69.8254623413086,0.0,639.4039,116.86539,0.0,-17.03059959411621,False,True,False,0,"(3, 5)",EXP1,0.3.5,0.3.5.EXP1,0.0,3.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36]","[np.float64(-2.5), np.float64(0.0), np.float64(-1.5)]"
4.0,795.299,51.018597,22.914369583129883,396.813,-69.8254623413086,0.0,749.9127,117.824036,0.5676867,-17.03059959411621,True,True,False,0,"(3, 5)",EXP1,0.3.5,0.3.5.EXP1,0.5676867,4.0,0.5676866769790649,1.0,"[1.92, 3.84, 7.68, 15.36]","[np.float64(-2.5), np.float64(0.0), np.float64(-1.5)]"
5.0,796.7374,38.019447,13.0784912109375,350.26266,-69.8254623413086,0.0,743.39545,119.30146,0.5676867,-17.03059959411621,True,True,False,0,"(3, 5)",EXP1,0.3.5,0.3.5.EXP1,0.5676867,5.0,0.5676866769790649,1.0,"[1.92, 3.84, 7.68, 15.36]","[np.float64(-2.5), np.float64(0.0), np.float64(-1.5)]"
5.5,815.1755,33.85592,18.902292251586914,397.94836,-69.8254623413086,0.0,814.83453,117.91298,0.0,-17.03059959411621,False,True,False,0,"(3, 5)",EXP1,0.3.5,0.3.5.EXP1,0.0,5.5,0.0,1.0,"[1.92, 3.84, 7.68, 15.36]","[np.float64(-2.5), np.float64(0.0), np.float64(-1.5)]"
6.0,813.8926,35.478336,2.0683486461639404,327.5552,-69.8254623413086,0.0,859.4038,118.04333,0.0,-17.03059959411621,False,True,False,0,"(3, 5)",EXP1,0.3.5,0.3.5.EXP1,0.0,6.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36]","[np.float64(-2.5), np.float64(0.0), np.float64(-1.5)]"
7.0,810.14386,18.783304,17.110727310180664,319.6076,-69.8254623413086,0.0,703.98047,117.2682,0.0,-17.03059959411621,False,True,False,0,"(3, 5)",EXP1,0.3.5,0.3.5.EXP1,0.0,7.0,0.0,1.0,"[1.92, 3.84, 7.68, 15.36]","[np.float64(-2.5), np.float64(0.0), np.float64(-1.5)]"
0.0,283.85947,37.29344,0.0,1332.9283,-1149.5655517578125,0.0,661.0132,122.360306,0.0,0.0,False,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,0.0,-0.3457795361223241,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
0.5,283.85947,37.29344,0.0,,-1149.5655517578125,0.0,,,,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,0.5,0.10597865238180704,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
1.0,281.4766,34.79127,3.455277681350708,1795.0253,-1149.5655517578125,0.0,706.67993,121.76629,0.0,0.0,False,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,1.0,0.5718086105787343,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
1.5,283.6707,65.88354,31.169584274291992,706.7699,-1149.5655517578125,0.0,861.8747,131.13333,2.8384333,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,2.8384333,1.5,1.0362710146595604,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
2.0,304.39578,66.61851,20.73812484741211,754.45557,-1149.5655517578125,0.0,780.14825,129.69827,1.70306,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,1.70306,2.0,1.5136936207395177,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
3.0,318.7523,69.12093,14.572968482971191,873.1021,-1149.5655517578125,0.0,710.3784,126.68596,2.8384333,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,2.8384333,3.0,2.254007193086856,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
3.5,318.7523,69.12093,0.0,,-1149.5655517578125,0.0,,,,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,2.55459,3.5,2.4601057218823428,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
4.0,316.51816,69.5419,2.2734453678131104,812.9273,-1149.5655517578125,0.0,834.42316,128.95322,2.2707467,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,2.2707467,4.0,2.462414244551385,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
5.0,299.0647,67.2671,17.6010799407959,614.237,-1149.5655517578125,0.0,891.7939,132.96027,3.40612,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,3.40612,5.0,2.0903337984816805,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
5.5,299.0647,67.2671,0.0,,-1149.5655517578125,0.0,,,,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,2.2707467,5.5,1.851509741454716,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
6.0,295.74124,68.874916,3.6919424533843994,857.7746,-1149.5655517578125,0.0,852.94574,131.20583,3.9738069,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,1.1353734,6.0,1.331452211147491,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
6.5,321.5002,94.14649,36.085693359375,1271.0504,-1149.5655517578125,0.0,1033.168,123.586426,0.0,0.0,False,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,6.5,0.8082436026079534,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
7.0,309.21436,99.27968,13.31510066986084,1329.5222,-1149.5655517578125,0.0,912.0555,123.59138,0.0,0.0,False,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,7.0,0.27283230548409443,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
7.5,309.21436,99.27968,0.0,,-1149.5655517578125,0.0,,,,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,7.5,0.03935030530384592,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
8.0,310.8678,96.98138,2.8312652111053467,1524.2388,-1149.5655517578125,0.0,830.23914,123.21527,0.0,0.0,False,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,8.0,0.0,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
9.0,322.31473,67.95817,31.199020385742188,569.9574,-1149.5655517578125,0.0,883.03986,130.41733,3.40612,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,9.0,0.0,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
9.5,288.08353,69.852104,34.28355407714844,740.8311,-1149.5655517578125,0.0,884.6536,132.8682,5.10918,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,9.5,0.0,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
10.0,273.7504,73.79968,14.86680793762207,714.14984,-1149.5655517578125,0.0,855.28296,133.16057,2.8384333,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,10.0,0.0,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
10.5,266.388,105.90221,32.935951232910156,179.95668,-1149.5655517578125,0.0,1426.549,129.25868,0.0,0.0,False,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,10.5,0.0,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
11.5,238.06755,94.44493,30.55023765563965,386.59464,-1149.5655517578125,0.0,928.56537,126.26285,0.0,0.0,False,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,11.5,0.026371897799562616,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
12.5,220.0,93.37168,18.09939956665039,192.44579,-1149.5655517578125,0.0,1201.2861,127.89381,0.0,0.0,False,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,12.5,0.26083502277362136,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
13.5,192.64046,85.46456,28.479238510131836,1097.3384,-1149.5655517578125,0.0,672.73303,126.21107,0.5676867,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.5676867,13.5,1.0179136455998377,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
14.0,192.64046,85.46456,0.0,,-1149.5655517578125,0.0,,,,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,1.1353734,14.0,1.7720592646189839,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
14.5,194.83519,83.953384,2.664677858352661,1022.9714,-1149.5655517578125,0.0,645.0605,126.822975,1.70306,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,1.70306,14.5,2.749500392218553,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
15.0,196.535,82.87378,2.0136818885803223,,-1149.5655517578125,0.0,,,,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,4.5414934,15.0,3.869584128255963,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
15.5,194.3706,84.072464,2.4741592407226562,1096.7706,-1149.5655517578125,0.0,609.2552,130.67236,7.3799267,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,7.3799267,15.5,5.109844795150563,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
16.0,178.27708,90.30072,17.256668090820312,864.5868,-1149.5655517578125,0.0,767.2088,132.0394,6.2445536,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,6.2445536,16.0,6.257433215579707,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
17.0,142.78055,82.58145,36.32617950439453,501.83502,-1149.5655517578125,0.0,1042.5917,288.69232,77.77307,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,8.231457,17.0,7.226341214173436,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
17.5,181.07048,87.18979,38.56624984741211,1022.9714,-1149.5655517578125,0.0,872.49335,134.66315,10.21836,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,10.21836,17.5,7.575873704901078,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
18.0,196.24756,83.17284,15.699668884277344,873.6698,-1149.5655517578125,0.0,901.6329,135.48473,7.9476137,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,7.9476137,18.0,7.737315071656667,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
18.5,197.13013,83.12372,0.8839340806007385,885.5912,-1149.5655517578125,0.0,867.4846,134.77692,7.3799267,0.0,True,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,7.3799267,18.5,7.843406933839866,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
19.5,187.73994,101.990715,21.074607849121094,183.3628,-1149.5655517578125,0.0,1386.5077,132.35913,0.0,0.0,False,False,False,1,"(3, 5)",EXP1,1.3.5,1.3.5.EXP1,0.0,19.5,7.897258757095477,0.7017391767628891,"[1.92, 3.84, 7.68]","[np.float64(9.5), np.float64(3.0)]"
0.0,855.5592,12.840776,0.0,292.35864,0.0,0.0,618.8272,132.47768,1.1353734,0.0,True,True,True,2,"(3, 5)",EXP1,2.3.5,2.3.5.EXP1,1.1353734,,,,,
0.0,873.7226,11.460215,0.0,263.9743,0.0,0.0,875.44946,120.13548,0.0,0.0,False,False,False,3,"(3, 5)",EXP1,3.3.5,3.3.5.EXP1,0.0,,,,,
0.0,925.784,19.064802,0.0,446.7694,0.0,0.0,1179.7052,122.63532,0.0,0.0,False,False,False,4,"(3, 5)",EXP1,4.3.5,4.3.5.EXP1,0.0,,,,,
0.0,952.724,20.161413,0.0,594.368,0.0,0.0,609.1662,122.31136,0.0,0.0,False,False,False,5,"(3, 5)",EXP1,5.3.5,5.3.5.EXP1,0.0,,,,,
0.0,1008.14825,12.431034,0.0,329.25827,0.0,0.0,872.19653,125.7,0.0,0.0,False,False,False,6,"(3, 5)",EXP1,6.3.5,6.3.5.EXP1,0.0,,,,,
0.0,389.88702,21.018131,0.0,407.03134,0.0,0.0,301.94003,114.12134,0.0,0.0,False,False,False,7,"(3, 5)",EXP1,7.3.5,7.3.5.EXP1,0.0,,,,,
0.0,53.352123,32.712864,0.0,856.07153,-756.726318359375,0.0,695.3886,116.873344,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,0.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
0.5,56.25,33.00951,2.913020610809326,835.63477,-756.726318359375,0.0,724.83356,117.62704,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,0.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
1.0,55.403694,30.846306,2.322861671447754,860.613,-756.726318359375,0.0,641.17017,118.58641,3.40612,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.37845778,1.0,0.37845778465270996,1.0,"[1.92, 3.84]",[np.float64(0.5)]
1.5,54.719646,29.319172,1.6733378171920776,,-756.726318359375,0.0,,,,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.75691557,1.5,0.7569155693054199,1.0,"[1.92, 3.84]",[np.float64(0.5)]
2.0,53.998672,28.757133,0.9141611456871033,855.50385,-756.726318359375,0.0,661.426,118.20504,1.1353734,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,1.1353734,2.0,1.1353733539581299,1.0,"[1.92, 3.84]",[np.float64(0.5)]
2.5,67.18875,10.971888,22.14256477355957,282.70798,-756.726318359375,0.0,1217.1285,117.74699,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,2.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
3.0,66.225296,11.816206,1.2810618877410889,287.24945,-756.726318359375,0.0,1397.3617,118.598816,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,3.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
3.5,65.49383,12.440568,0.9617035388946533,,-756.726318359375,0.0,,,,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,3.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
4.0,64.49318,13.886364,1.7583013772964478,249.78214,-756.726318359375,0.0,1413.1569,118.73864,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,4.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
4.5,63.25054,13.006479,1.522611379623413,262.83893,-756.726318359375,0.0,1152.3672,116.08208,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,4.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
5.0,62.04801,12.642073,1.256531000137329,,-756.726318359375,0.0,,,,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,5.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
5.5,65.05519,12.438312,3.0140745639801025,349.695,-756.726318359375,0.0,1177.5552,116.89773,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,5.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
6.0,65.48525,12.772088,0.5443890690803528,,-756.726318359375,0.0,,,,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,6.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
6.5,67.96864,12.195122,2.5495333671569824,325.85214,-756.726318359375,0.0,1225.7142,117.729965,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,6.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
7.0,72.430534,22.92796,11.623351097106934,330.96133,-756.726318359375,0.0,1378.5094,118.95541,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,7.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
7.5,71.4,20.529324,2.610642194747925,377.51163,-756.726318359375,0.0,1255.9579,118.45413,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,7.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
8.0,71.03664,17.168104,3.380803346633911,263.40662,-756.726318359375,0.0,1379.1897,118.648705,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,8.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
8.5,70.87934,18.150414,0.9948233366012573,343.45044,-756.726318359375,0.0,1294.0991,117.84297,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,8.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
9.5,51.063766,24.727537,20.878591537475586,391.7038,-756.726318359375,0.0,672.5174,140.98695,11.92142,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,1.1353734,9.5,1.1353733539581299,1.0,"[1.92, 3.84]",[np.float64(0.5)]
10.0,51.063766,24.727537,0.0,,-756.726318359375,0.0,,,,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,2.2707467,10.0,2.2707467079162598,1.0,"[1.92, 3.84]",[np.float64(0.5)]
10.5,52.06207,26.661303,2.17624831199646,740.8311,-756.726318359375,0.0,702.2429,124.72567,6.81224,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,3.40612,10.5,3.4061200618743896,1.0,"[1.92, 3.84]",[np.float64(0.5)]
11.0,54.692116,25.320332,2.952177047729492,684.06244,-756.726318359375,0.0,721.3336,121.195854,4.5414934,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,4.5414934,11.0,4.5414934158325195,1.0,"[1.92, 3.84]",[np.float64(0.5)]
11.5,50.42792,14.45827,11.669093132019043,374.10553,-756.726318359375,0.0,513.1502,115.16085,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,11.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
12.0,50.6556,18.235477,3.7840631008148193,547.24994,-756.726318359375,0.0,695.55707,114.604774,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,12.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
12.5,43.830357,10.833333,10.068550109863281,190.74272,-756.726318359375,0.0,879.4464,113.97619,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,12.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
13.0,43.51757,9.939297,0.9471726417541504,177.68593,-756.726318359375,0.0,925.8722,114.13099,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,13.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
13.5,55.381603,21.253187,16.393882751464844,623.31995,-756.726318359375,0.0,836.80237,114.946266,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,13.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
14.0,63.705467,38.76543,19.38982582092285,321.87836,-756.726318359375,0.0,660.43915,116.28571,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,14.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
15.0,48.88796,18.997906,24.704524993896484,542.14075,-756.726318359375,0.0,827.5518,115.504715,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,15.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
15.5,48.88796,18.997906,0.0,,-756.726318359375,0.0,,,,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,15.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
16.0,47.87037,18.806173,1.0354949235916138,459.8262,-756.726318359375,0.0,786.8815,144.39012,14.759853,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,16.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
16.5,47.11182,17.413206,1.5861127376556396,533.0578,-756.726318359375,0.0,838.7508,133.4739,12.489107,0.0,True,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,16.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
17.0,47.98819,6.484252,10.964035034179688,144.19241,-756.726318359375,0.0,668.6732,112.82284,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,17.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
17.5,51.174862,4.912568,3.5531773567199707,103.886665,-756.726318359375,0.0,552.1257,112.666664,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,17.5,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
18.0,50.17143,4.7085714,1.0239593982696533,99.34517,-756.726318359375,0.0,580.64,112.33714,0.0,0.0,False,False,False,8,"(3, 5)",EXP1,8.3.5,8.3.5.EXP1,0.0,18.0,0.0,1.0,"[1.92, 3.84]",[np.float64(0.5)]
0.0,82.70085,60.869873,0.0,802.709,-46.55030822753906,0.0,1082.5785,119.36209,0.0,1.7030600309371948,False,False,True,9,"(3, 5)",EXP1,9.3.5,9.3.5.EXP1,0.0,0.0,0.0,0.40453632342739543,,
0.5,84.422104,62.47736,2.3551483154296875,739.69574,-46.55030822753906,0.0,1096.6293,119.76055,0.0,1.7030600309371948,False,False,True,9,"(3, 5)",EXP1,9.3.5,9.3.5.EXP1,0.0,0.5,0.0,0.40453632342739543,,
1.0,80.098816,74.72016,12.983721733093262,718.12366,-46.55030822753906,0.0,1173.8474,119.81581,0.0,1.7030600309371948,False,False,True,9,"(3, 5)",EXP1,9.3.5,9.3.5.EXP1,0.0,1.0,0.0,0.40453632342739543,,
2.0,94.36979,46.625,31.511882781982422,653.97504,-46.55030822753906,0.0,1065.4713,119.72482,0.0,1.7030600309371948,False,False,True,9,"(3, 5)",EXP1,9.3.5,9.3.5.EXP1,0.0,2.0,0.0,0.40453632342739543,,
2.5,87.624,24.0608,23.550981521606445,354.80417,-46.55030822753906,0.0,619.28,118.0,0.0,1.7030600309371948,False,False,True,9,"(3, 5)",EXP1,9.3.5,9.3.5.EXP1,0.0,2.5,0.0,0.40453632342739543,,
3.0,85.85714,21.006723,3.5283401012420654,337.77356,-46.55030822753906,0.0,603.6202,117.54454,0.0,1.7030600309371948,False,False,True,9,"(3, 5)",EXP1,9.3.5,9.3.5.EXP1,0.0,3.0,0.0,0.40453632342739543,,
3.5,89.59588,21.020592,3.738764762878418,441.09256,-46.55030822753906,0.0,552.426,117.28571,0.0,1.7030600309371948,False,False,True,9,"(3, 5)",EXP1,9.3.5,9.3.5.EXP1,0.0,3.5,0.003013504031375307,0.40453632342739543,,
4.0,53.472183,28.52123,36.894187927246094,775.46,-46.55030822753906,0.0,732.5337,123.21669,6.2445536,1.7030600309371948,True,False,True,9,"(3, 5)",EXP1,9.3.5,9.3.5.EXP1,0.0,4.0,0.03372889505770272,0.40453632342739543,,
4.5,53.472183,28.52123,0.0,,-46.55030822753906,0.0,,,,1.7030600309371948,True,False,True,9,"(3, 5)",EXP1,9.3.5,9.3.5.EXP1,0.0,4.5,0.07032768990417654,0.40453632342739543,,
5.0,55.18521,27.057592,2.2531538009643555,867.42523,-46.55030822753906,0.0,694.3148,116.7356,0.0,1.7030600309371948,False,False,True,9,"(3, 5)",EXP1,9.3.5,9.3.5.EXP1,0.0,5.0,0.12631063624737812,0.40453632342739543,,
5.5,54.11553,30.240194,3.3575551509857178,1056.465,-46.55030822753906,0.0,709.5868,119.10102,2.2707467,1.7030600309371948,True,False,True,9,"(3, 5)",EXP1,9.3.5,9.3.5.EXP1,2.2707467,5.5,0.18836698134206223,0.40453632342739543,,
6.0,48.499184,21.586601,10.316394805908203,694.8485,-46.55030822753906,0.0,672.55066,118.58987,1.70306,1.7030600309371948,True,False,True,9,"(3, 5)",EXP1,9.3.5,9.3.5.EXP1,1.70306,6.0,0.25137367901625757,0.40453632342739543,,
